index	query
000346	"name":"Dying Sun","type":"Ruby Flask","stats":[{"type":"and","filters":[{"id":"explicit.stat_388617051","value":{"min":125,"max":125}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000347	"name":"Taste of Hate","type":"Sapphire Flask","stats":[{"type":"and","filters":[{"id":"explicit.stat_625682777","value":{"min":15}},{"id":"explicit.stat_2661163721","value":{"min":15}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000348	"name":"Rumi's Concoction","type":"Granite Flask","stats":[{"type":"and","filters":[{"id":"explicit.stat_2519106214","value":{"min":12}},{"id":"explicit.stat_215754572","value":{"min":6}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000349	"name":"Lion's Roar","type":"Granite Flask","stats":[{"type":"and","filters":[{"id":"explicit.stat_3636096208","value":{"min":10}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000350	"name":"Atziri's Promise","type":"Amethyst Flask","stats":[{"type":"and","filters":[{"id":"explicit.stat_2818167778","value":{"min":8}},{"id":"explicit.stat_3562241510","value":{"min":8}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000351	"name":"Forbidden Taste","type":"Quartz Flask","stats":[{"type":"and","filters":[{"id":"explicit.stat_2629106530","value":{"min":100}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000352	"name":"Soul Catcher","type":"Quartz Flask","stats":[{"type":"and","filters":[{"id":"explicit.stat_4067144129","value":{"min":80}},{"id":"explicit.stat_778036553","value":{"min":80}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000353	"name":"Witchfire Brew","type":"Stibnite Flask","stats":[{"type":"and","filters":[{"id":"explicit.stat_388617051","value":{"max":-10}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000355	"name":"The Wise Oak","type":"Bismuth Flask","stats":[{"type":"and","filters":[{"id":"explicit.stat_2444301311","value":{"min":8}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000356	"name":"Bottled Faith","type":"Sulphur Flask","stats":[{"type":"and","filters":[{"id":"explicit.stat_1866211373","value":{"min":10}},{"id":"explicit.stat_3278399103","value":{"min":145}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000357	"name":"Rigwald's Quills","type":"Two-Point Arrow Quiver","stats":[{"type":"and","filters":[{"id":"explicit.stat_1839076647","value":{"min":48}},{"id":"explicit.stat_1671376347","value":{"min":28}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000358	"name":"Hyrri's Demise","type":"Sharktooth Arrow Quiver","stats":[{"type":"and","filters":[{"id":"explicit.stat_681332047","value":{"min":10}},{"id":"explicit.stat_1379411836","value":{"min":28}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000359	"name":"Maloney's Nightfall","type":"Blunt Arrow Quiver","stats":[{"type":"and","filters":[{"id":"explicit.stat_3299347043","value":{"min":70}},{"id":"explicit.stat_3503466234","value":{"min":60}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000360	"name":"Drillneck","type":"Penetrating Arrow Quiver","stats":[{"type":"and","filters":[{"id":"explicit.stat_681332047","value":{"min":12}},{"id":"explicit.stat_3299347043","value":{"min":50}},{"id":"explicit.stat_1760576992","value":{"min":16}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000361	"name":"Voidfletcher","type":"Penetrating Arrow Quiver","stats":[{"type":"and","filters":[{"id":"explicit.stat_4220027924","value":{"min":30}},{"id":"explicit.stat_4067062424","value":{"min":65}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000362	"name":"Soul Strike","type":"Spike-Point Arrow Quiver","stats":[{"type":"and","filters":[{"id":"explicit.stat_681332047","disabled":true,"value":{"min":12}},{"id":"explicit.stat_3489782002","value":{"min":120}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000363	"name":"Saemus' Gift","type":"Spike-Point Arrow Quiver","stats":[{"type":"and","filters":[{"id":"explicit.stat_2891184298","value":{"min":12}},{"id":"explicit.stat_3299347043","value":{"min":60}},{"id":"explicit.stat_1671376347","value":{"min":40}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000364	"name":"Maloney's Mechanism","type":"Ornate Quiver","stats":[{"type":"and","filters":[{"id":"explicit.stat_681332047","value":{"min":12}},{"id":"explicit.stat_3299347043","value":{"min":65}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000365	"name":"Brawn","type":"Crimson Jewel","stats":[{"type":"and","filters":[{"id":"explicit.stat_734614379","value":{"min":6}},{"id":"explicit.stat_4139681126","value":{"min":6}},{"id":"explicit.stat_656461285","value":{"min":-10}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000366	"name":"Inertia","type":"Crimson Jewel","stats":[{"type":"and","filters":[{"id":"explicit.stat_4080418644","value":{"min":24}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000368	"name":"Rain of Splinters","type":"Crimson Jewel","stats":[{"type":"and","filters":[{"id":"explicit.stat_3851254963","value":{"min":-30}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000369	"name":"Efficient Training","type":"Crimson Jewel","stats":[{"type":"and","filters":[{"id":"explicit.stat_4080418644","value":{"min":24}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000371	"name":"Primordial Might","type":"Crimson Jewel","stats":[{"type":"and","filters":[{"id":"explicit.stat_3384291300","value":{"min":30}},{"id":"explicit.stat_2869193493","value":{"min":45}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000372	"name":"Combat Focus","type":"Viridian Jewel","stats":[{"type":"and","filters":[{"id":"explicit.stat_387439868","value":{"min":15}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000373	"name":"Combat Focus","type":"Crimson Jewel","stats":[{"type":"and","filters":[{"id":"explicit.stat_387439868","value":{"min":15}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000374	"name":"Fluid Motion","type":"Viridian Jewel","stats":[{"type":"and","filters":[{"id":"explicit.stat_3261801346","value":{"min":24}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000375	"name":"Sacrificial Harvest","type":"Viridian Jewel","stats":[{"type":"and","filters":[{"id":"explicit.stat_1962922582","value":{"min":30}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"any"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000376	"name":"Self-Flagellation","type":"Viridian Jewel","stats":[{"type":"and","filters":[{"id":"explicit.stat_1019020209","value":{"min":20}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"any"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000377	"name":"Hair Trigger","type":"Viridian Jewel","stats":[{"type":"and","filters":[{"id":"explicit.stat_497716276","value":{"min":58}},{"id":"explicit.stat_2941585404","value":{"min":24}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000378	"name":"Primordial Eminence","type":"Viridian Jewel","stats":[{"type":"and","filters":[{"id":"explicit.stat_56225773","value":{"min":20}},{"id":"explicit.stat_1020786773","value":{"min":980}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000379	"name":"Fight for Survival","type":"Viridian Jewel","stats":[{"type":"and","filters":[{"id":"explicit.stat_3291658075","value":{"min":15}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000380	"name":"The Golden Rule","type":"Viridian Jewel","stats":[{"type":"and","filters":[{"id":"explicit.stat_2466912132","value":{"min":40}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000381	"name":"Seething Fury","type":"Viridian Jewel","stats":[{"type":"and","filters":[{"id":"explicit.stat_1393393937","value":{"min":15}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000382	"name":"To Dust","type":"Cobalt Jewel","stats":[{"type":"and","filters":[{"id":"explicit.stat_1589917703","value":{"min":12}},{"id":"explicit.stat_3413085237","value":{"min":10}},{"id":"explicit.stat_1331384105","value":{"min":-10}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000383	"name":"To Dust","type":"Cobalt Jewel","stats":[{"type":"and","filters":[{"id":"explicit.stat_1589917703","value":{"min":12}},{"id":"explicit.stat_2725259389","value":{"min":10}},{"id":"explicit.stat_1331384105","value":{"min":-10}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000384	"name":"Fertile Mind","type":"Cobalt Jewel","stats":[{"type":"and","filters":[{"id":"explicit.stat_328541901","value":{"min":24}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000385	"name":"Brute Force Solution","type":"Cobalt Jewel","stats":[{"type":"and","filters":[{"id":"explicit.stat_328541901","value":{"min":24}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000386	"name":"Energy From Within","type":"Cobalt Jewel","stats":[{"type":"and","filters":[{"id":"explicit.stat_2482852589","value":{"min":6}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000387	"name":"Healthy Mind","type":"Cobalt Jewel","stats":[{"type":"and","filters":[{"id":"explicit.stat_2748665614","value":{"min":20}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000388	"name":"Reckless Defence","type":"Cobalt Jewel","stats":[{"type":"and","filters":[{"id":"explicit.stat_19803471","value":{"min":4}},{"id":"explicit.stat_1702195217","value":{"min":4}},{"id":"explicit.stat_4270096386","value":{"max":150}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000389	"name":"Unending Hunger","type":"Cobalt Jewel","stats":[{"type":"and","filters":[{"id":"explicit.stat_3811191316","value":{"min":8}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000390	"name":"Primordial Harmony","type":"Cobalt Jewel","stats":[{"type":"and","filters":[{"id":"explicit.stat_2114157293","value":{"min":20}},{"id":"explicit.stat_3246099900","value":{"min":40}},{"id":"explicit.stat_729180395","value":{"min":26}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000391	"name":"First Snow","type":"Cobalt Jewel","stats":[{"type":"and","filters":[{"id":"explicit.stat_1839076647","value":{"min":10}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000392	"name":"Frozen Trail","type":"Cobalt Jewel","stats":[{"type":"and","filters":[{"id":"explicit.stat_1839076647","value":{"min":10}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000393	"name":"Inevitability","type":"Cobalt Jewel","stats":[{"type":"and","filters":[{"id":"explicit.stat_3962278098","value":{"min":15}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000394	"name":"Spreading Rot","type":"Cobalt Jewel","stats":[{"type":"and","filters":[{"id":"explicit.stat_736967255","value":{"min":13}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000395	"name":"Hazardous Research","type":"Cobalt Jewel","stats":[{"type":"and","filters":[{"id":"explicit.stat_2231156303","value":{"min":15}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000396	"name":"Fortress Covenant","type":"Cobalt Jewel","stats":[{"type":"and","filters":[{"id":"explicit.stat_1589917703","value":{"min":44}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000397	"name":"Amanamu's Gaze","type":"Ghastly Eye Jewel","stats":[{"type":"and","filters":[]},{"type":"and","filters":[{"id":"explicit.stat_1379411836","value":{"min":10}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000398	"name":"Kurgal's Gaze","type":"Hypnotic Eye Jewel","stats":[{"type":"and","filters":[]},{"type":"and","filters":[{"id":"explicit.stat_328541901","value":{"min":20}},{"id":"explicit.stat_1012072406"}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000399	"name":"Tecrod's Gaze","type":"Murderous Eye Jewel","stats":[{"type":"and","filters":[]},{"type":"and","filters":[{"id":"explicit.stat_4080418644","value":{"min":20}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000400	"name":"Ulaman's Gaze","type":"Searching Eye Jewel","stats":[{"type":"and","filters":[]},{"type":"and","filters":[{"id":"explicit.stat_3261801346","value":{"min":20}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000494	"name":"Hyrri's Ire","type":"Zodiac Leather","stats":[{"type":"and","filters":[]}],"filters":{"misc_filters":{"filters":{"mirrored":{"option":"false"},"corrupted":{"option":"false"},"fractured_item":{"option":"false"},"synthesised_item":{"option":"false"}}},"socket_filters":{"filters":{"links":{"min":6}}}}
000495	"type":"Zodiac Leather","stats":[{"type":"and","filters":[]}],"filters":{"misc_filters":{"filters":{"mirrored":{"option":"false"},"corrupted":{"option":"false"},"fractured_item":{"option":"false"},"synthesised_item":{"option":"false"}}},"type_filters":{"filters":{"rarity":{"option":"nonunique"}}},"socket_filters":{"filters":{"links":{"min":6}}}}
000496	"name":"Shavronne's Wrappings","type":"Occultist's Vestment","stats":[{"type":"and","filters":[]}],"filters":{"misc_filters":{"filters":{"mirrored":{"option":"false"},"corrupted":{"option":"false"},"fractured_item":{"option":"false"},"synthesised_item":{"option":"false"}}},"socket_filters":{"filters":{"links":{"min":6}}}}
000497	"type":"Occultist's Vestment","stats":[{"type":"and","filters":[]}],"filters":{"misc_filters":{"filters":{"mirrored":{"option":"false"},"corrupted":{"option":"false"},"fractured_item":{"option":"false"},"synthesised_item":{"option":"false"}}},"type_filters":{"filters":{"rarity":{"option":"nonunique"}}},"socket_filters":{"filters":{"links":{"min":6}}}}
000498	"name":"Inpulsa's Broken Heart","type":"Sadist Garb","stats":[{"type":"and","filters":[]}],"filters":{"misc_filters":{"filters":{"mirrored":{"option":"false"},"corrupted":{"option":"false"},"fractured_item":{"option":"false"},"synthesised_item":{"option":"false"}}},"socket_filters":{"filters":{"links":{"min":6}}}}
000499	"name":"Tinkerskin","type":"Sadist Garb","stats":[{"type":"and","filters":[]}],"filters":{"misc_filters":{"filters":{"mirrored":{"option":"false"},"corrupted":{"option":"false"},"fractured_item":{"option":"false"},"synthesised_item":{"option":"false"}}},"socket_filters":{"filters":{"links":{"min":6}}}}
000500	"type":"Sadist Garb","stats":[{"type":"and","filters":[]}],"filters":{"misc_filters":{"filters":{"mirrored":{"option":"false"},"corrupted":{"option":"false"},"fractured_item":{"option":"false"},"synthesised_item":{"option":"false"}}},"type_filters":{"filters":{"rarity":{"option":"nonunique"}}},"socket_filters":{"filters":{"links":{"min":6}}}}
000501	"name":"Belly of the Beast","type":"Full Wyrmscale","stats":[{"type":"and","filters":[]}],"filters":{"misc_filters":{"filters":{"mirrored":{"option":"false"},"corrupted":{"option":"false"},"fractured_item":{"option":"false"},"synthesised_item":{"option":"false"}}},"socket_filters":{"filters":{"links":{"min":6}}}}
000502	"type":"Full Wyrmscale","stats":[{"type":"and","filters":[]}],"filters":{"misc_filters":{"filters":{"mirrored":{"option":"false"},"corrupted":{"option":"false"},"fractured_item":{"option":"false"},"synthesised_item":{"option":"false"}}},"type_filters":{"filters":{"rarity":{"option":"nonunique"}}},"socket_filters":{"filters":{"links":{"min":6}}}}
000503	"name":"Carcass Jack","type":"Varnished Coat","stats":[{"type":"and","filters":[]}],"filters":{"misc_filters":{"filters":{"mirrored":{"option":"false"},"corrupted":{"option":"false"},"fractured_item":{"option":"false"},"synthesised_item":{"option":"false"}}},"socket_filters":{"filters":{"links":{"min":6}}}}
000504	"type":"Varnished Coat","stats":[{"type":"and","filters":[]}],"filters":{"misc_filters":{"filters":{"mirrored":{"option":"false"},"corrupted":{"option":"false"},"fractured_item":{"option":"false"},"synthesised_item":{"option":"false"}}},"type_filters":{"filters":{"rarity":{"option":"nonunique"}}},"socket_filters":{"filters":{"links":{"min":6}}}}
000505	"name":"Cloak of Defiance","type":"Lacquered Garb","stats":[{"type":"and","filters":[]}],"filters":{"misc_filters":{"filters":{"mirrored":{"option":"false"},"corrupted":{"option":"false"},"fractured_item":{"option":"false"},"synthesised_item":{"option":"false"}}},"socket_filters":{"filters":{"links":{"min":6}}}}
000506	"name":"Victario's Influence","type":"Lacquered Garb","stats":[{"type":"and","filters":[]}],"filters":{"misc_filters":{"filters":{"mirrored":{"option":"false"},"corrupted":{"option":"false"},"fractured_item":{"option":"false"},"synthesised_item":{"option":"false"}}},"socket_filters":{"filters":{"links":{"min":6}}}}
000507	"type":"Lacquered Garb","stats":[{"type":"and","filters":[]}],"filters":{"misc_filters":{"filters":{"mirrored":{"option":"false"},"corrupted":{"option":"false"},"fractured_item":{"option":"false"},"synthesised_item":{"option":"false"}}},"type_filters":{"filters":{"rarity":{"option":"nonunique"}}},"socket_filters":{"filters":{"links":{"min":6}}}}
000508	"name":"Cospri's Malice","type":"Jewelled Foil","stats":[{"type":"and","filters":[]}],"filters":{"misc_filters":{"filters":{"shaper_item":{"option":"true"}}}}
000509	"type":"Jewelled Foil","stats":[{"type":"and","filters":[]}],"filters":{"misc_filters":{"filters":{"mirrored":{"option":"false"},"corrupted":{"option":"false"},"shaper_item":{"option":"true"},"fractured_item":{"option":"false"},"synthesised_item":{"option":"false"}}},"type_filters":{"filters":{"rarity":{"option":"nonunique"}}}}
000510	"name":"Void Battery","type":"Prophecy Wand","stats":[{"type":"and","filters":[]}],"filters":{"misc_filters":{"filters":{"shaper_item":{"option":"true"}}}}
000511	"type":"Prophecy Wand","stats":[{"type":"and","filters":[]}],"filters":{"misc_filters":{"filters":{"mirrored":{"option":"false"},"corrupted":{"option":"false"},"shaper_item":{"option":"true"},"fractured_item":{"option":"false"},"synthesised_item":{"option":"false"}}},"type_filters":{"filters":{"rarity":{"option":"nonunique"}}}}
000573	"type":"Platinum Valdo's Rest Watchstone","stats":[{"type":"and","filters":[]}],"filters":{"type_filters":{"filters":{"rarity":{"option":"nonunique"}}}}
000576	"type":"Platinum Glennach Cairns Watchstone","stats":[{"type":"and","filters":[]}],"filters":{"type_filters":{"filters":{"rarity":{"option":"nonunique"}}}}
000577	"type":"Platinum Haewark Hamlet Watchstone","stats":[{"type":"and","filters":[]}],"filters":{"type_filters":{"filters":{"rarity":{"option":"nonunique"}}}}
000578	"type":"Platinum Lira Arthain Watchstone","stats":[{"type":"and","filters":[]}],"filters":{"type_filters":{"filters":{"rarity":{"option":"nonunique"}}}}
000581	"type":"Titanium Valdo's Rest Watchstone","stats":[{"type":"and","filters":[]}],"filters":{"type_filters":{"filters":{"rarity":{"option":"nonunique"}}}}
000584	"type":"Titanium Glennach Cairns Watchstone","stats":[{"type":"and","filters":[]}],"filters":{"type_filters":{"filters":{"rarity":{"option":"nonunique"}}}}
000585	"type":"Titanium Haewark Hamlet Watchstone","stats":[{"type":"and","filters":[]}],"filters":{"type_filters":{"filters":{"rarity":{"option":"nonunique"}}}}
000586	"type":"Titanium Lira Arthain Watchstone","stats":[{"type":"and","filters":[]}],"filters":{"type_filters":{"filters":{"rarity":{"option":"nonunique"}}}}
000589	"type":"Chromium Valdo's Rest Watchstone","stats":[{"type":"and","filters":[]}],"filters":{"type_filters":{"filters":{"rarity":{"option":"nonunique"}}}}
000592	"type":"Chromium Glennach Cairns Watchstone","stats":[{"type":"and","filters":[]}],"filters":{"type_filters":{"filters":{"rarity":{"option":"nonunique"}}}}
000593	"type":"Chromium Haewark Hamlet Watchstone","stats":[{"type":"and","filters":[]}],"filters":{"type_filters":{"filters":{"rarity":{"option":"nonunique"}}}}
000594	"type":"Chromium Lira Arthain Watchstone","stats":[{"type":"and","filters":[]}],"filters":{"type_filters":{"filters":{"rarity":{"option":"nonunique"}}}}
000701	"stats":[{"type":"and","filters":[{"id":"pseudo.pseudo_has_influence_count","value":{"min":2,"max":2}}]},{"type":"and","filters":[{"id":"explicit.stat_219391121","value":{"min":12}},{"id":"explicit.stat_979246511","value":{"min":12}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"type_filters":{"filters":{"rarity":{"option":"rare"},"category":{"option":"accessory.amulet"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}}
000702	"stats":[{"type":"and","filters":[{"id":"pseudo.pseudo_has_influence_count","value":{"min":2,"max":2}}]},{"type":"and","filters":[{"id":"explicit.stat_219391121","value":{"min":12}}]},{"type":"count","filters":[{"id":"explicit.stat_493812998"},{"id":"explicit.stat_146924886"}],"value":{"min":1}}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"type_filters":{"filters":{"rarity":{"option":"rare"},"category":{"option":"accessory.amulet"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}}
000703	"stats":[{"type":"and","filters":[{"id":"pseudo.pseudo_has_influence_count","value":{"min":2,"max":2}}]},{"type":"and","filters":[{"id":"explicit.stat_2101383955","value":{"min":4,"max":7}}]},{"type":"count","filters":[{"id":"explicit.stat_902747843"}],"value":{"min":1}}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"type_filters":{"filters":{"rarity":{"option":"rare"},"category":{"option":"accessory.amulet"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}}
000704	"stats":[{"type":"and","filters":[{"id":"pseudo.pseudo_has_influence_count","value":{"min":2,"max":2}}]},{"type":"and","filters":[{"id":"explicit.stat_2101383955","value":{"min":4,"max":7}}]},{"type":"count","filters":[{"id":"explicit.stat_818778753"}],"value":{"min":1}}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"type_filters":{"filters":{"rarity":{"option":"rare"},"category":{"option":"accessory.amulet"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}}
000705	"stats":[{"type":"and","filters":[{"id":"pseudo.pseudo_has_influence_count","value":{"min":2,"max":2}}]},{"type":"and","filters":[{"id":"explicit.stat_2101383955","value":{"min":4,"max":7}}]},{"type":"count","filters":[{"id":"explicit.stat_3417711605"}],"value":{"min":1}}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"type_filters":{"filters":{"rarity":{"option":"rare"},"category":{"option":"accessory.amulet"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}}
000706	"stats":[{"type":"and","filters":[{"id":"pseudo.pseudo_has_influence_count","value":{"min":2,"max":2}}]},{"type":"and","filters":[{"id":"explicit.stat_2062174346"},{"id":"explicit.stat_2587176568"}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"type_filters":{"filters":{"rarity":{"option":"rare"},"category":{"option":"accessory.amulet"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}}
000707	"stats":[{"type":"and","filters":[{"id":"pseudo.pseudo_has_influence_count","value":{"min":2,"max":2}}]},{"type":"and","filters":[{"id":"explicit.stat_2062174346"},{"id":"explicit.stat_3417711605"}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"type_filters":{"filters":{"rarity":{"option":"rare"},"category":{"option":"accessory.amulet"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}}
